"HITId","HITTypeId","Title","Description","Keywords","Reward","CreationTime","MaxAssignments","RequesterAnnotation","AssignmentDurationInSeconds","AutoApprovalDelayInSeconds","Expiration","NumberOfSimilarHITs","LifetimeInSeconds","AssignmentId","WorkerId","AssignmentStatus","AcceptTime","SubmitTime","AutoApprovalTime","ApprovalTime","RejectionTime","RequesterFeedback","WorkTimeInSeconds","LifetimeApprovalRate","Last30DaysApprovalRate","Last7DaysApprovalRate","Input.ix","Answer.tag1","Approve","Reject"
"3VMHWJRYHVGJ3M4JGJMBDAEUX10XFY","3F1QRTWYOOIETAD81JHRBHJC8C3YLU","Give a Smart Robot Directions","Write instructions telling a smart robot how to get from a start location to a goal location in a building.","image, picture, robot, question, task, writing, fun","$0.20","Sat Oct 26 09:28:43 PDT 2019","4","BatchId:3814726;OriginalHitTemplateId:928390875;","3600","259200","Tue Nov 05 08:28:43 PST 2019","","","3C2NJ6JBKAHXDICXGLPXJ9PWOTX2NJ","A2FM59WS6UHSOD","Submitted","Sat Oct 26 09:33:15 PDT 2019","Sat Oct 26 09:34:14 PDT 2019","Tue Oct 29 09:34:14 PDT 2019","","","","59","100% (84/84)","0% (0/0)","0% (0/0)","0","Head down the hallway away from the stairs. Turn right at the white doors with the wooden flooring and then stop."
"3VMHWJRYHVGJ3M4JGJMBDAEUX10XFY","3F1QRTWYOOIETAD81JHRBHJC8C3YLU","Give a Smart Robot Directions","Write instructions telling a smart robot how to get from a start location to a goal location in a building.","image, picture, robot, question, task, writing, fun","$0.20","Sat Oct 26 09:28:43 PDT 2019","4","BatchId:3814726;OriginalHitTemplateId:928390875;","3600","259200","Tue Nov 05 08:28:43 PST 2019","","","3HL8HNGX451WPAKF36LZLRO1S8O9FE","A1ZDR2UN7M92LI","Submitted","Sat Oct 26 10:30:27 PDT 2019","Sat Oct 26 10:38:05 PDT 2019","Tue Oct 29 10:38:05 PDT 2019","","","","458","100% (255/255)","0% (0/0)","0% (0/0)","0","Walk down hallway. Make a right and stop in between open white doors."
"3VMHWJRYHVGJ3M4JGJMBDAEUX10XFY","3F1QRTWYOOIETAD81JHRBHJC8C3YLU","Give a Smart Robot Directions","Write instructions telling a smart robot how to get from a start location to a goal location in a building.","image, picture, robot, question, task, writing, fun","$0.20","Sat Oct 26 09:28:43 PDT 2019","4","BatchId:3814726;OriginalHitTemplateId:928390875;","3600","259200","Tue Nov 05 08:28:43 PST 2019","","","3VFJCI1K4ZZ87ACW87R3UXO7Z9SGR5","A195ALXEOWXS4A","Submitted","Sat Oct 26 09:53:04 PDT 2019","Sat Oct 26 10:10:35 PDT 2019","Tue Oct 29 10:10:35 PDT 2019","","","","1051","100% (7/7)","0% (0/0)","0% (0/0)","0","Go to the end of the hall and take a right to get to the elevators."
"3VMHWJRYHVGJ3M4JGJMBDAEUX10XFY","3F1QRTWYOOIETAD81JHRBHJC8C3YLU","Give a Smart Robot Directions","Write instructions telling a smart robot how to get from a start location to a goal location in a building.","image, picture, robot, question, task, writing, fun","$0.20","Sat Oct 26 09:28:43 PDT 2019","4","BatchId:3814726;OriginalHitTemplateId:928390875;","3600","259200","Tue Nov 05 08:28:43 PST 2019","","","3ZGVPD4G6THLE6KT2OKNFJ5VYKKZTR","AYYSG3O9FNU15","Submitted","Sat Oct 26 10:17:54 PDT 2019","Sat Oct 26 10:32:03 PDT 2019","Tue Oct 29 10:32:03 PDT 2019","","","","849","100% (1/1)","100% (1/1)","100% (1/1)","0","Turn around and walk down the hallway. Turn right at the open door."
"3I7SHAD35MWVUHQ9KTMQE1LFS9Y7ML","3F1QRTWYOOIETAD81JHRBHJC8C3YLU","Give a Smart Robot Directions","Write instructions telling a smart robot how to get from a start location to a goal location in a building.","image, picture, robot, question, task, writing, fun","$0.20","Sat Oct 26 09:28:43 PDT 2019","4","BatchId:3814726;OriginalHitTemplateId:928390875;","3600","259200","Tue Nov 05 08:28:43 PST 2019","","","35GCEFQ6I5OGFPMZN9EWX61X4L63ZD","A1S1K7134S2VUC","Submitted","Sat Oct 26 09:49:51 PDT 2019","Sat Oct 26 09:51:53 PDT 2019","Tue Oct 29 09:51:53 PDT 2019","","","","122","100% (118/118)","100% (7/7)","100% (5/5)","1","Turn left, move down the hall to the restroom.  Stop just inside the men's restroom."
"3I7SHAD35MWVUHQ9KTMQE1LFS9Y7ML","3F1QRTWYOOIETAD81JHRBHJC8C3YLU","Give a Smart Robot Directions","Write instructions telling a smart robot how to get from a start location to a goal location in a building.","image, picture, robot, question, task, writing, fun","$0.20","Sat Oct 26 09:28:43 PDT 2019","4","BatchId:3814726;OriginalHitTemplateId:928390875;","3600","259200","Tue Nov 05 08:28:43 PST 2019","","","3KAKFY4PGU2UKZXPN5QAXBY7883I3U","A1ZDR2UN7M92LI","Submitted","Sat Oct 26 09:35:16 PDT 2019","Sat Oct 26 09:50:54 PDT 2019","Tue Oct 29 09:50:54 PDT 2019","","","","938","100% (255/255)","0% (0/0)","0% (0/0)","1","Turn left and walk down hallway. Turn right towards restrooms. Walk through mens room door and stop."
"3I7SHAD35MWVUHQ9KTMQE1LFS9Y7ML","3F1QRTWYOOIETAD81JHRBHJC8C3YLU","Give a Smart Robot Directions","Write instructions telling a smart robot how to get from a start location to a goal location in a building.","image, picture, robot, question, task, writing, fun","$0.20","Sat Oct 26 09:28:43 PDT 2019","4","BatchId:3814726;OriginalHitTemplateId:928390875;","3600","259200","Tue Nov 05 08:28:43 PST 2019","","","3SNVL38CI4S93UJWG1MN3UHE6P8CK0","A23ONWDSVICDCY","Submitted","Sat Oct 26 10:41:12 PDT 2019","Sat Oct 26 10:45:12 PDT 2019","Tue Oct 29 10:45:12 PDT 2019","","","","240","100% (2/2)","100% (1/1)","0% (0/0)","1","Continue forward until approximately four feet from the door at the end of the hallway. Turn to about a 60 degree angle and continue straight towards the closed door. Once arrived, kindly enter through the opened door on the left."
"3I7SHAD35MWVUHQ9KTMQE1LFS9Y7ML","3F1QRTWYOOIETAD81JHRBHJC8C3YLU","Give a Smart Robot Directions","Write instructions telling a smart robot how to get from a start location to a goal location in a building.","image, picture, robot, question, task, writing, fun","$0.20","Sat Oct 26 09:28:43 PDT 2019","4","BatchId:3814726;OriginalHitTemplateId:928390875;","3600","259200","Tue Nov 05 08:28:43 PST 2019","","","3XIQGXAUMC89BDN7O3T1D2X21NU7XP","A2FM59WS6UHSOD","Submitted","Sat Oct 26 09:47:17 PDT 2019","Sat Oct 26 09:49:16 PDT 2019","Tue Oct 29 09:49:16 PDT 2019","","","","119","100% (84/84)","0% (0/0)","0% (0/0)","1","Face down the hall so that the glass door is on your left side and go forward. Turn right before you reach the door at the end of the hallway and you should see some water fountains. Turn right and walk into the men's restroom and then stop."
"34F34TZU7WZY78NIBKS32ICQDZH2JW","3F1QRTWYOOIETAD81JHRBHJC8C3YLU","Give a Smart Robot Directions","Write instructions telling a smart robot how to get from a start location to a goal location in a building.","image, picture, robot, question, task, writing, fun","$0.20","Sat Oct 26 09:28:43 PDT 2019","4","BatchId:3814726;OriginalHitTemplateId:928390875;","3600","259200","Tue Nov 05 08:28:43 PST 2019","","","3EG49X351UCQ7D925TO97OX66C96XO","A1S1K7134S2VUC","Submitted","Sat Oct 26 09:54:32 PDT 2019","Sat Oct 26 09:55:30 PDT 2019","Tue Oct 29 09:55:30 PDT 2019","","","","58","100% (118/118)","100% (7/7)","100% (5/5)","2","Turn right, leave the bathroom.  Turn left, move down the hallway, stop at the open double doors near the elevators."
"34F34TZU7WZY78NIBKS32ICQDZH2JW","3F1QRTWYOOIETAD81JHRBHJC8C3YLU","Give a Smart Robot Directions","Write instructions telling a smart robot how to get from a start location to a goal location in a building.","image, picture, robot, question, task, writing, fun","$0.20","Sat Oct 26 09:28:43 PDT 2019","4","BatchId:3814726;OriginalHitTemplateId:928390875;","3600","259200","Tue Nov 05 08:28:43 PST 2019","","","3JNQLM5FT4M7PI9C489I6HL7JYXL20","A1ZDR2UN7M92LI","Submitted","Sat Oct 26 09:36:38 PDT 2019","Sat Oct 26 09:54:41 PDT 2019","Tue Oct 29 09:54:41 PDT 2019","","","","1083","100% (255/255)","0% (0/0)","0% (0/0)","2","Exit the bathroom and walk left down hallway. Turn left towards open white door."
