"HITId","HITTypeId","Title","Description","Keywords","Reward","CreationTime","MaxAssignments","RequesterAnnotation","AssignmentDurationInSeconds","AutoApprovalDelayInSeconds","Expiration","NumberOfSimilarHITs","LifetimeInSeconds","AssignmentId","WorkerId","AssignmentStatus","AcceptTime","SubmitTime","AutoApprovalTime","ApprovalTime","RejectionTime","RequesterFeedback","WorkTimeInSeconds","LifetimeApprovalRate","Last30DaysApprovalRate","Last7DaysApprovalRate","Input.ix","Answer.traj","Approve","Reject"
"3BDORL6HKKDS3EYXGIQIGM73Z7PCR8","30NHI4EO3U46ZFS2005YPXVSHG7TBD","Follow Directions in a 3D Building","Read navigation directions, then move through a 3D building to the goal location.","image, picture, navigation, directions, reading, fun","$0.15","Sat Oct 26 12:16:59 PDT 2019","1","BatchId:3814841;OriginalHitTemplateId:928390875;","3600","259200","Sat Nov 02 12:16:59 PDT 2019","","","31EUONYN2V3OSUAB5A9L03MCB22OV1","A23Y6SGE73H4IW","Approved","Sat Oct 26 12:18:45 PDT 2019","Sat Oct 26 12:52:31 PDT 2019","Tue Oct 29 12:52:31 PDT 2019","Sat Oct 26 14:15:10 PDT 2019","","","2026","100% (2815/2815)","100% (46/46)","100% (46/46)","0",",(d6845647288a46bd82c6078f81bc2dbb,93.7910563916251,8.411695324722173e-16),(371f140f46d14d76a86930a604c8ca5d,96.50719797004935,1.4417840311587958e-15),(9dbb512f22f74f4e8ac21097a3cdf062,87.71594502742218,-5.070277676700864e-16),(7ba5ba5a95ec4b4ab90b4299bd20be0d,92.06816707321002,4.591256229846215e-16),(380fa66464874c3fa118b5d0a62ec0cf,86.86587311049544,-6.955689677740342e-16),(380fa66464874c3fa118b5d0a62ec0cf,118.92837311049543,-7.166666666666665),(d3b9a732e5914ae2bb559df7c4df953f,159.48597930601548,-7.166666666666657)"
"3DGDV62G7O9UTJQG6XXNZEY2MYOP2K","30NHI4EO3U46ZFS2005YPXVSHG7TBD","Follow Directions in a 3D Building","Read navigation directions, then move through a 3D building to the goal location.","image, picture, navigation, directions, reading, fun","$0.15","Sat Oct 26 12:16:59 PDT 2019","1","BatchId:3814841;OriginalHitTemplateId:928390875;","3600","259200","Sat Nov 02 12:16:59 PDT 2019","","","3CPLWGV3MOZ8D2XW1U4CTWXAU0E9NR","A3UF6XXFFRR237","Approved","Sat Oct 26 12:18:02 PDT 2019","Sat Oct 26 12:39:23 PDT 2019","Tue Oct 29 12:39:23 PDT 2019","Sat Oct 26 14:15:11 PDT 2019","","","1281","100% (30/30)","100% (30/30)","100% (30/30)","1",",(f9a5d98d13d54212b2b1b5aea4a2df98,348.26518043432924,-1.2456316628400795e-14),(f9a5d98d13d54212b2b1b5aea4a2df98,297.1714304343294,-6.833333333333341),(784f8fe63ee741e0b83a45dd82998b3d,271.58471107644215,-6.833333333333337),(d6a4f112ff4c4e339f2d961edcc25eb7,266.33834343837594,-6.833333333333336),(d6a4f112ff4c4e339f2d961edcc25eb7,269.99459343837594,-1.0000000000000038),(d6a4f112ff4c4e339f2d961edcc25eb7,227.90084343837606,-38.83333333333336),(d6a4f112ff4c4e339f2d961edcc25eb7,188.43209343837603,-21.66666666666667),(d6a4f112ff4c4e339f2d961edcc25eb7,254.90084343837603,-22.00000000000002),(18567b14f1fc4a10aa91c0013e968e60,264.1320643718013,-22.000000000000025),(18567b14f1fc4a10aa91c0013e968e60,232.91331437180125,-33.000000000000036),(18567b14f1fc4a10aa91c0013e968e60,198.69456437180125,-43.1666666666667),(955f2e25500c4c82b0d1c8f2688a12b7,267.5855336133814,-43.1666666666667),(955f2e25500c4c82b0d1c8f2688a12b7,265.8980336133815,-36.666666666666714),(955f2e25500c4c82b0d1c8f2688a12b7,198.7730336133815,-44.50000000000005),(955f2e25500c4c82b0d1c8f2688a12b7,159.30428361338144,-23.166666666666703),(18567b14f1fc4a10aa91c0013e968e60,105.85969944613568,-23.166666666666707),(18567b14f1fc4a10aa91c0013e968e60,176.73469944613566,-46.16666666666671),(18567b14f1fc4a10aa91c0013e968e60,198.67219944613566,-42.166666666666714)"
"3ZXNP4Z39RLBOZ8OKHLBEO6QS497LK","30NHI4EO3U46ZFS2005YPXVSHG7TBD","Follow Directions in a 3D Building","Read navigation directions, then move through a 3D building to the goal location.","image, picture, navigation, directions, reading, fun","$0.15","Sat Oct 26 12:16:59 PDT 2019","1","BatchId:3814841;OriginalHitTemplateId:928390875;","3600","259200","Sat Nov 02 12:16:59 PDT 2019","","","3WEV0KO0OMSHW52IL6Q0EMQ68K1DSO","A2ZZW6KME1FUDU","Approved","Sat Oct 26 12:17:00 PDT 2019","Sat Oct 26 12:23:49 PDT 2019","Tue Oct 29 12:23:49 PDT 2019","Sat Oct 26 14:15:26 PDT 2019","","","409","100% (157/157)","100% (107/107)","100% (107/107)","2",",(4819215c1cf94286bad53ff9ce77cc40,260.9542088891328,2.0002353320793533e-15),(4819215c1cf94286bad53ff9ce77cc40,226.17295888913281,1.3333333333333424),(4819215c1cf94286bad53ff9ce77cc40,181.07920888913281,10.666666666666682),(4819215c1cf94286bad53ff9ce77cc40,182.11045888913281,-1.8333333333333197),(87af113f03924c158f4a96c79bef8060,175.25176256147668,-1.8333333333333202),(3805c41871324915863943ea5287c67d,173.89196887494836,-1.8333333333333202),(f72c7f77a4424e1f8754b43efc75cf33,180.06764783319704,-1.8333333333333202),(f72c7f77a4424e1f8754b43efc75cf33,227.69264783319707,-6.166666666666659),(f72c7f77a4424e1f8754b43efc75cf33,252.9113978331971,-11.66666666666666),(c52bfdcbbdb1415a9d3fabbc8fe50129,278.64935811575344,-11.666666666666668)"
"3MNJFORX8B4A13K9AD3GLRNA42SF58","30NHI4EO3U46ZFS2005YPXVSHG7TBD","Follow Directions in a 3D Building","Read navigation directions, then move through a 3D building to the goal location.","image, picture, navigation, directions, reading, fun","$0.15","Sat Oct 26 12:16:59 PDT 2019","1","BatchId:3814841;OriginalHitTemplateId:928390875;","3600","259200","Sat Nov 02 12:16:59 PDT 2019","","","37WLF8U1WPQKNDAV6A9KHUP4A416K8","A22A52DRIIEV6K","Approved","Sat Oct 26 12:17:39 PDT 2019","Sat Oct 26 12:19:13 PDT 2019","Tue Oct 29 12:19:13 PDT 2019","Sat Oct 26 14:15:16 PDT 2019","","","94","100% (5/5)","100% (1/1)","100% (1/1)","3",",(d3544b5e282d47a185157c86a599be9a,260.92679239110515,2.006247075793041e-15),(3ab544cf180c4aa2bb010a8d9c061684,268.8279983985036,2.602184849740265e-16),(f8a8df104bd34f77b9c58798d4cc9440,266.2177158173031,8.392259631762296e-16)"
"3BCRDCM0ODUH0TC1G74ITATF8TKK6V","30NHI4EO3U46ZFS2005YPXVSHG7TBD","Follow Directions in a 3D Building","Read navigation directions, then move through a 3D building to the goal location.","image, picture, navigation, directions, reading, fun","$0.15","Sat Oct 26 12:16:59 PDT 2019","1","BatchId:3814841;OriginalHitTemplateId:928390875;","3600","259200","Sat Nov 02 12:16:59 PDT 2019","","","3TDXMTX3CBUTHIK767O84EARI0C6IX","A2CP3VS1DEJJLF","Approved","Sat Oct 26 12:17:34 PDT 2019","Sat Oct 26 12:19:19 PDT 2019","Tue Oct 29 12:19:19 PDT 2019","Sat Oct 26 14:15:10 PDT 2019","","","105","100% (2/2)","100% (2/2)","100% (2/2)","4",",(23a6f24c5fbf40a08f75505ce53afae2,302.294823709631,-6.797175921516451e-15),(503afa20f81b4dbc8b714e5ebfe1de8f,314.41818163725185,-8.90415402653045e-15),(5ae769c576e44293955c1299ea694dc2,261.31971772890427,1.9200452868856314e-15),(829504c3c0584485bd923bf0610993c3,268.95769515571163,2.314254023622354e-16),(0f1769c8158a4eee897b4b9480189465,266.5418233880204,7.674033305790608e-16),(d3753b4ca72348338af3614d0d1b3490,287.71177601896306,-3.870466039920061e-15),(c52bfdcbbdb1415a9d3fabbc8fe50129,276.87022248266425,-1.521842885494725e-15),(c52bfdcbbdb1415a9d3fabbc8fe50129,355.7139724826642,-11.000000000000012),(c52bfdcbbdb1415a9d3fabbc8fe50129,48.02647248266411,-24.33333333333334),(f72c7f77a4424e1f8754b43efc75cf33,95.72978335520907,-24.333333333333318),(f72c7f77a4424e1f8754b43efc75cf33,157.69853335520912,-31.333333333333314),(f72c7f77a4424e1f8754b43efc75cf33,223.32353335520918,-41.499999999999986),(f72c7f77a4424e1f8754b43efc75cf33,282.854783355209,-49.666666666666664),(f72c7f77a4424e1f8754b43efc75cf33,313.3235333552087,-45.50000000000001),(3805c41871324915863943ea5287c67d,4.7985791159195506,-45.500000000000014),(87af113f03924c158f4a96c79bef8060,352.9149541232701,-45.500000000000014),(87af113f03924c158f4a96c79bef8060,269.1024541232702,-43.33333333333334),(87af113f03924c158f4a96c79bef8060,245.94620412327023,-46.166666666666664)"
"3O71U79SRBPHDFA18WK19SHBFNCMSO","30NHI4EO3U46ZFS2005YPXVSHG7TBD","Follow Directions in a 3D Building","Read navigation directions, then move through a 3D building to the goal location.","image, picture, navigation, directions, reading, fun","$0.15","Sat Oct 26 12:16:59 PDT 2019","1","BatchId:3814841;OriginalHitTemplateId:928390875;","3600","259200","Sat Nov 02 12:16:59 PDT 2019","","","3B837J3LDOWBXFLN37LKJB7ANLSRS8","A195ALXEOWXS4A","Approved","Sat Oct 26 12:19:11 PDT 2019","Sat Oct 26 12:20:00 PDT 2019","Tue Oct 29 12:20:00 PDT 2019","Sat Oct 26 14:15:20 PDT 2019","","","49","100% (12/12)","100% (5/5)","100% (5/5)","5",",(08096419df1c484b904b33af09eb441d,175.545170964674,1.2683783372029313e-14),(08096419df1c484b904b33af09eb441d,215.6701709646738,-13.99999999999999),(08096419df1c484b904b33af09eb441d,270.7014209646737,-27.833333333333336),(08096419df1c484b904b33af09eb441d,286.92017096467384,-30.000000000000036),(d58bf8c7f0a540bca0d414fd2490ff3f,258.633577021631,-30.00000000000003),(d58bf8c7f0a540bca0d414fd2490ff3f,212.69607702163103,-25.50000000000002),(d58bf8c7f0a540bca0d414fd2490ff3f,182.50857702163094,-32.500000000000014),(b1ea3134c8f34faf9829c77e0ae83b22,206.0370518762342,-32.50000000000002),(b1ea3134c8f34faf9829c77e0ae83b22,124.3808018762342,-36.83333333333335),(b1ea3134c8f34faf9829c77e0ae83b22,102.25580187623423,-20.1666666666667),(c0430bd6d2f74f23b65c86b79d039fcb,94.97137725138484,-20.166666666666707),(955f2e25500c4c82b0d1c8f2688a12b7,91.21928468898726,-20.1666666666667),(18567b14f1fc4a10aa91c0013e968e60,98.84161647749873,-20.1666666666667),(d6a4f112ff4c4e339f2d961edcc25eb7,85.45286818786545,-20.1666666666667),(d6a4f112ff4c4e339f2d961edcc25eb7,42.98411818786547,-30.16666666666672),(141da1f924654dca9f956f4b861ad7a3,5.6830927677133865,-30.166666666666714)"
"36818Z1KV3DCRXGXLETVSTEZTQOA30","30NHI4EO3U46ZFS2005YPXVSHG7TBD","Follow Directions in a 3D Building","Read navigation directions, then move through a 3D building to the goal location.","image, picture, navigation, directions, reading, fun","$0.15","Sat Oct 26 12:16:59 PDT 2019","1","BatchId:3814841;OriginalHitTemplateId:928390875;","3600","259200","Sat Nov 02 12:16:59 PDT 2019","","","3LJ7UR74RHD7GWRKKZ8LCOMU880N49","ARCCEMO6PIE44","Approved","Sat Oct 26 12:19:43 PDT 2019","Sat Oct 26 12:21:45 PDT 2019","Tue Oct 29 12:21:45 PDT 2019","Sat Oct 26 14:15:08 PDT 2019","","","122","100% (11/11)","100% (11/11)","100% (11/11)","6",",(d58bf8c7f0a540bca0d414fd2490ff3f,159.9338564059684,1.1949943900578878e-14),(d58bf8c7f0a540bca0d414fd2490ff3f,188.52760640596853,3.500000000000013),(b1ea3134c8f34faf9829c77e0ae83b22,206.86833754697076,3.500000000000012),(b1ea3134c8f34faf9829c77e0ae83b22,146.8683375469709,-1.666666666666655),(c0430bd6d2f74f23b65c86b79d039fcb,95.18385164824251,-1.6666666666666645),(955f2e25500c4c82b0d1c8f2688a12b7,90.97668159746961,-1.6666666666666654),(18567b14f1fc4a10aa91c0013e968e60,99.28685913388553,-1.6666666666666639),(d6a4f112ff4c4e339f2d961edcc25eb7,84.84259107738143,-1.666666666666667),(d6a4f112ff4c4e339f2d961edcc25eb7,110.62384107738131,-24.5),(784f8fe63ee741e0b83a45dd82998b3d,86.68759896772553,-24.5),(f9a5d98d13d54212b2b1b5aea4a2df98,90.11370198147901,-24.5),(d532eda1c3c2414e996db3e605edd326,91.88145274011073,-24.5),(54ebdac28d5e44daa8b38111f67398a4,89.63884542729984,-24.5),(f8a0eb2ff393417b8cb2fde3cb2c67d7,88.13736406622951,-24.5),(f8a0eb2ff393417b8cb2fde3cb2c67d7,77.4498640662292,16.333333333333332),(f8a0eb2ff393417b8cb2fde3cb2c67d7,85.23111406622918,-12.166666666666663)"
"36FFXPMST9OGN9HXAINFXIZE1CAHOD","30NHI4EO3U46ZFS2005YPXVSHG7TBD","Follow Directions in a 3D Building","Read navigation directions, then move through a 3D building to the goal location.","image, picture, navigation, directions, reading, fun","$0.15","Sat Oct 26 12:16:59 PDT 2019","1","BatchId:3814841;OriginalHitTemplateId:928390875;","3600","259200","Sat Nov 02 12:16:59 PDT 2019","","","3DBQWDE4Y6YPCFVKY4RVHGS884VN5E","ARCCEMO6PIE44","Approved","Sat Oct 26 12:19:46 PDT 2019","Sat Oct 26 12:22:59 PDT 2019","Tue Oct 29 12:22:59 PDT 2019","Sat Oct 26 14:15:08 PDT 2019","","","193","100% (11/11)","100% (11/11)","100% (11/11)","7",",(3a4c287c9df7453c8cb2f073bde28c7b,294.9249920358763,-5.361542701079251e-15),(3a4c287c9df7453c8cb2f073bde28c7b,342.5499920358761,-4.500000000000013),(380fa66464874c3fa118b5d0a62ec0cf,348.4279649486487,-4.500000000000013),(4f6b5a2c69b04f1ca5389f1a939a5ea4,9.066026617024702,-4.500000000000015),(d3753b4ca72348338af3614d0d1b3490,328.15419371506124,-4.5000000000000115),(f72c7f77a4424e1f8754b43efc75cf33,274.9688233044193,-4.500000000000002),(f72c7f77a4424e1f8754b43efc75cf33,320.53132330441923,-33.333333333333336)"
"3Y3CZJSZ9KT74TPI183A2G1T7Q3R5F","30NHI4EO3U46ZFS2005YPXVSHG7TBD","Follow Directions in a 3D Building","Read navigation directions, then move through a 3D building to the goal location.","image, picture, navigation, directions, reading, fun","$0.15","Sat Oct 26 12:16:59 PDT 2019","1","BatchId:3814841;OriginalHitTemplateId:928390875;","3600","259200","Sat Nov 02 12:16:59 PDT 2019","","","3BWI6RSP7G905DWQTY39PDCVLIPE7V","AZVJA0TUHIUJK","Approved","Sat Oct 26 13:18:57 PDT 2019","Sat Oct 26 14:16:09 PDT 2019","Tue Oct 29 14:16:09 PDT 2019","Sat Oct 26 14:26:38 PDT 2019","","","3432","100% (4/4)","100% (4/4)","100% (4/4)","8",",(f9a5d98d13d54212b2b1b5aea4a2df98,348.26518043432924,-1.2456316628400795e-14),(f9a5d98d13d54212b2b1b5aea4a2df98,300.4526804343292,-9.166666666666673),(f9a5d98d13d54212b2b1b5aea4a2df98,256.2026804343293,-11.5),(f9a5d98d13d54212b2b1b5aea4a2df98,177.73393043432924,-23.499999999999982),(f9a5d98d13d54212b2b1b5aea4a2df98,217.0151804343292,-11.66666666666666),(f9a5d98d13d54212b2b1b5aea4a2df98,259.01518043432924,-11.666666666666664),(784f8fe63ee741e0b83a45dd82998b3d,269.49772984727787,-11.666666666666668),(141da1f924654dca9f956f4b861ad7a3,295.21800203505455,-11.666666666666673),(18567b14f1fc4a10aa91c0013e968e60,236.53895630758367,-11.66666666666666),(18567b14f1fc4a10aa91c0013e968e60,185.35145630758367,-33.16666666666664),(18567b14f1fc4a10aa91c0013e968e60,128.53895630758367,-7.166666666666647),(18567b14f1fc4a10aa91c0013e968e60,78.38270630758367,-7.666666666666662),(d6a4f112ff4c4e339f2d961edcc25eb7,84.30238036970012,-7.666666666666658),(d6a4f112ff4c4e339f2d961edcc25eb7,67.80238036970007,-18.333333333333332)"
"3QMELQS6Y5B3NXPW6RDFUMFT3LER6V","30NHI4EO3U46ZFS2005YPXVSHG7TBD","Follow Directions in a 3D Building","Read navigation directions, then move through a 3D building to the goal location.","image, picture, navigation, directions, reading, fun","$0.15","Sat Oct 26 12:16:59 PDT 2019","1","BatchId:3814841;OriginalHitTemplateId:928390875;","3600","259200","Sat Nov 02 12:16:59 PDT 2019","","","33PPUNGG3858YR71YZFSF44DA0SRZD","A2FM59WS6UHSOD","Approved","Sat Oct 26 12:19:18 PDT 2019","Sat Oct 26 12:20:00 PDT 2019","Tue Oct 29 12:20:00 PDT 2019","Sat Oct 26 14:15:21 PDT 2019","","","42","100% (112/112)","100% (28/28)","100% (28/28)","9",",(ba2b14dd500b4dbea33bcbd13f910ddc,140.6939510445561,9.844113634268495e-15),(ba2b14dd500b4dbea33bcbd13f910ddc,168.72520104455592,-9.833333333333321),(58cac27140844d7cbffd4bda2bf0cd97,169.32133738053054,-9.833333333333323),(58cac27140844d7cbffd4bda2bf0cd97,133.88383738053057,-9.666666666666663),(58cac27140844d7cbffd4bda2bf0cd97,97.22758738053057,-6.66666666666667),(0f1769c8158a4eee897b4b9480189465,118.27124961687676,-6.6666666666666625),(829504c3c0584485bd923bf0610993c3,87.67226041475749,-6.6666666666666705),(05b79c98c56342f18faec381cfb1953a,82.10080689111402,-6.666666666666671),(05b79c98c56342f18faec381cfb1953a,11.788306891114031,-9.666666666666682),(05b79c98c56342f18faec381cfb1953a,307.56955689111413,-13.166666666666679),(05b79c98c56342f18faec381cfb1953a,272.8820568911141,-12.000000000000002),(829504c3c0584485bd923bf0610993c3,262.17381687545947,-12),(0f1769c8158a4eee897b4b9480189465,266.34926989054566,-12),(058ca22ff70349ca93779d54a11b2c21,221.00241473503712,-11.99999999999999),(058ca22ff70349ca93779d54a11b2c21,146.28366473503712,-9.99999999999999),(5cc6ea6b2ae444ad81d2b77fafce99e2,123.35669685190138,-9.999999999999998),(5cc6ea6b2ae444ad81d2b77fafce99e2,83.98169685190139,-40.66666666666668)"
